event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
SYR119156,2023-10-08,2023,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)","Military Forces of Syria (2000-2024); Militia (Pro-Iran)",8,"Civilians (Syria)",,7,78,"Civilian targeting",760,"Middle East",Syria,Idleb,Ariha,Ariha,Maarbalit,35.8084,36.6605,1,"Liveuamap; SHAAM","Local partner-New media","On 8 October 2023, Russian warplanes conducted airstrikes targeting Maarbalit in rural Idleb in conjunction with regime fighters and pro-Iranian militias shelling the town with artillery, injuring several civilians. There were no fatalities.",0,"Foreign military engagement",1759187037
SYR119162,2023-10-08,2023,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)","Military Forces of Syria (2000-2024); Militia (Pro-Iran)",8,"Civilians (Syria)",,7,78,"Civilian targeting",760,"Middle East",Syria,Idleb,Idleb,"Maaret Tamsrin","Ma'arrat Tamasrin",36.0139,36.6727,1,SHAAM,National,"On 8 October 2023, Russian warplanes conducted airstrikes targeting Ma'arrat Tamasrin in rural Idleb in conjunction with regime fighters and pro-Iranian militias shelling the town with artillery, injuring several civilians. There were no fatalities.",0,"Foreign military engagement",1759187037
SYR119173,2023-10-08,2023,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)","Military Forces of Syria (2000-2024); Militia (Pro-Iran)",8,"Civilians (Syria)",,7,78,"Civilian targeting",760,"Middle East",Syria,Idleb,Ariha,Ariha,Majdaliya,35.8345,36.6775,1,"Liveuamap; SHAAM","Local partner-New media","On 8 October 2023, Russian warplanes conducted airstrikes targeting Majdaliya in rural Idleb in conjunction with regime fighters and pro-Iranian militias shelling the town with artillery, injuring several civilians. There were no fatalities.",0,"Foreign military engagement",1759187037
SYR119174,2023-10-08,2023,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)","Military Forces of Syria (2000-2024); Militia (Pro-Iran)",8,"Civilians (Syria)",,7,78,"Civilian targeting",760,"Middle East",Syria,Idleb,Idleb,Idleb,Mastumeh,35.8726,36.6313,1,SHAAM,National,"On 8 October 2023, Russian warplanes conducted airstrikes targeting Mastumeh in rural Idleb in conjunction with regime fighters and pro-Iranian militias shelling the town with artillery, injuring several civilians. There were no fatalities.",0,"Foreign military engagement",1759187037
SYR119207,2023-10-08,2023,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)","Military Forces of Syria (2000-2024); Militia (Pro-Iran)",8,"Civilians (Syria)",,7,78,"Civilian targeting",760,"Middle East",Syria,Idleb,Ariha,Ariha,Mseibin,35.8398,36.6415,1,SHAAM,National,"On 8 October 2023, Russian warplanes conducted airstrikes targeting Mseibin in rural Idleb in conjunction with regime fighters and pro-Iranian militias shelling the town with artillery, injuring several civilians. There were no fatalities.",0,"Foreign military engagement",1759187037
SYR119211,2023-10-08,2023,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)","Military Forces of Syria (2000-2024); Militia (Pro-Iran)",8,"Civilians (Syria)",,7,78,"Civilian targeting",760,"Middle East",Syria,Idleb,Idleb,Idleb,Nayrab,35.8692,36.7183,1,"Liveuamap; SHAAM","Local partner-New media","On 8 October 2023, Russian warplanes conducted airstrikes targeting Nayrab in rural Idleb in conjunction with regime fighters and pro-Iranian militias shelling the town with artillery, injuring several civilians. There were no fatalities.",0,"Foreign military engagement",1759187037
SYR119215,2023-10-08,2023,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)","Military Forces of Syria (2000-2024); Militia (Pro-Iran)",8,"Civilians (Syria)",,7,78,"Civilian targeting",760,"Middle East",Syria,Idleb,Ariha,Ariha,Sarja,35.7575,36.6268,1,SHAAM,National,"On 8 October 2023, Russian warplanes conducted airstrikes targeting Sarja in rural Idleb in conjunction with regime fighters and pro-Iranian militias shelling the town with artillery, injuring several civilians. There were no fatalities.",0,"Foreign military engagement",1759187037
SYR119220,2023-10-08,2023,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)","Military Forces of Syria (2000-2024); Militia (Pro-Iran)",8,"Civilians (Syria)",,7,78,"Civilian targeting",760,"Middle East",Syria,Idleb,Idleb,Sarmin,Sarmin,35.9037,36.7238,1,"Liveuamap; SHAAM; SOHR; The Euphrates Post","Local partner-New media","On 8 October 2023, Russian warplanes conducted airstrikes targeting Sarmin in rural Idleb in conjunction with regime fighters and pro-Iranian militias shelling the town with artillery, injuring several civilians. There were no fatalities.",0,"Foreign military engagement",1759187037
SYR119222,2023-10-08,2023,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)","Military Forces of Syria (2000-2024); Militia (Pro-Iran)",8,"Civilians (Syria)",,7,78,"Civilian targeting",760,"Middle East",Syria,Idleb,"Al Mara","Kafr Nobol",Sfuhen,35.6073,36.4645,1,"Liveuamap; SHAAM","Local partner-New media","On 8 October 2023, Russian warplanes conducted airstrikes targeting Sfuhen in rural Idleb in conjunction with regime fighters and pro-Iranian militias shelling the town with artillery, injuring several civilians. There were no fatalities.",0,"Foreign military engagement",1759187037
SYR119346,2023-10-08,2023,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Opposition Rebels (Syria)",,2,"Military Forces of Syria (2000-2024)",,1,12,,760,"Middle East",Syria,Idleb,Idleb,Saraqab,"Khan al-Sabeel",35.7552,36.7560,2,SHAAM,National,"On 8 October 2023, opposition rebels targeted regime positions along the Khan al-Sabeel (Khan al Subul) axis in rural Idleb with artillery and rockets. Casualties unknown.",0,Insurgency,1753971557
SYR119347,2023-10-08,2023,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Opposition Rebels (Syria)",,2,"Military Forces of Syria (2000-2024)",,1,12,,760,"Middle East",Syria,Idleb,Idleb,Saraqab,Mardikh,35.8110,36.7906,2,SHAAM,National,"On 8 October 2023, opposition rebels targeted regime positions in Tal Mardikh in rural Idleb with artillery and rockets. Casualties unknown.",0,Insurgency,1753971557
SYR119348,2023-10-08,2023,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Opposition Rebels (Syria)",,2,"Military Forces of Syria (2000-2024)",,1,12,,760,"Middle East",Syria,Hama,"As Suqaylabiyah","Shat ha","Na'our Jurin",35.6394,36.2655,2,SHAAM,National,"On 8 October 2023, opposition rebels shelled regime positions along the Na'our Jurin axis in rural Hama with rockets. Casualties unknown.",0,Insurgency,1753971557
SYR119384,2023-10-08,2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Syria)",,3,"Military Forces of Syria (2000-2024)","Former Military Forces of Syria (2000-2024) Military Intelligence",1,13,,760,"Middle East",Syria,Dara,Izra,Izra,Mahjeh,32.9583,36.2222,1,"Dar'a 24; SHAAM; SOHR",Other-Subnational,"On 8 October 2023, unidentified gunmen shot a regime member in Mahjeh in rural northern Dara who is accused of torturing many detainees in regime prisons, killing him. The victim had previously been subjected to assassination attempts and is also a former volunteer member of the regime military intelligence-affiliated 'Palestine Branch' in Damascus. 1 fatality.",1,"Terrorist activity",1754354914
ISR16307,2023-10-08,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Israel (2022-)",,1,"Hamas Movement",,3,13,,376,"Middle East",Israel,HaDarom,"Beer Sheva",Besor,Mivtahim,31.2437,34.4094,1,Liveuamap,"Local partner-New media","On 8 October 2023, Israeli forces clashed with Hamas militants in Mivtahim (Beer Sheva, HaDarom). Casualties unknown.",0,,1762291738
ISR16335,2023-10-08,2023,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Hamas Movement",,3,"Military Forces of Israel (2022-)","Civilians (Israel)",1,13,,376,"Middle East",Israel,HaDarom,Ashqelon,Ashqelon,Sderot,31.5250,34.5969,1,"Government of Israel; Haaretz; Kan News; N12",National,"On 8 October 2023, Hamas militants fired several barrages rockets from Gaza at Sderot (Ashqelon, HaDarom) throughout the day, with several direct hits reported within the city. As a result, two people were injured, one seriously, and at least six buildings and homes were hit directly. Also, an Israeli soldier was killed by a rocket fire. Total fatalities were 1.",1,,1762206133
ISR16336,2023-10-08,2023,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Hamas Movement",,3,"Military Forces of Israel (2022-)",,1,13,,376,"Middle East",Israel,HaDarom,Ashqelon,Ashqelon,Sderot,31.5250,34.5969,2,"Kan News",National,"On 8 October 2023, Hamas militants fired several barrages of rockets from Gaza in the direction of Sderot (Ashqelon, HaDarom) and its surrounding areas throughout the day. Not all of the rockets hit populated areas, as many were presumably intercepted by the iron dome over the area of Sderot.",0,,1736844966
ISR16325,2023-10-08,2023,1,"Political violence",Battles,"Non-state actor overtakes territory","Hamas Movement",,3,"Military Forces of Israel (2022-)",,1,13,,376,"Middle East",Israel,HaDarom,"Beer Sheva",Besor,Kissufim,31.3749,34.3984,1,"Ma'an News Agency",Regional,"On 8 October 2023, Hamas militants took control of the Kissufim military position (Beer Sheva, HaDarom). The militants raised the Hamas flag over the base.",0,,1737435531
ISR16421,2023-10-08,2023,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Hamas Movement",,3,"Military Forces of Israel (2022-)",,1,13,,376,"Middle East",Israel,HaDarom,"Beer Sheva",Besor,Kissufim,31.3749,34.3984,2,N12,National,"On 8 October 2023, Hamas militants fired several barrages of rockets from Gaza toward southern Israel, causing sirens to sound in Kissufim (Beer Sheva, HaDarom) and surrounding locations. Not all rockets hit populated areas, as some rockets were presumably intercepted by the iron dome over the area of Kissufim or fell in open areas over the area of Kissufim.",0,,1737435531
ISR37304,2023-10-08,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Israel (2022-)",,1,"Hamas Movement",,3,13,,376,"Middle East",Israel,HaDarom,"Beer Sheva",Besor,Kissufim,31.3749,34.3984,1,N12,National,"On 8 October 2023, armed clashes took place between Hamas militants and Israeli military forces in Kissufim (Beer Sheva, HaDarom). The two sides exchanged gunfire. Unspecified number of Hamas fatalities coded as 3.",3,,1762206133
ISR37313,2023-10-08,2023,1,"Political violence",Battles,"Armed clash","Military Forces of Israel (2022-)",,1,"Hamas Movement",,3,13,,376,"Middle East",Israel,HaDarom,"Beer Sheva",Besor,Kissufim,31.3749,34.3984,2,N12,National,"On 8 October 2023, Israeli military forces killed a group of Hamas militants who attempted to infiltrate the country by getting through the border fence near Kissufim (Beer Sheva, HaDarom). Unspecified number of Hamas fatalities coded as 3.",3,,1762206133
SYR119337,2023-10-08,2023,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Opposition Rebels (Syria)",,2,"Military Forces of Syria (2000-2024)","Military Forces of Russia (2000-)",1,12,,760,"Middle East",Syria,Aleppo,"Jebel Saman","Jebel Saman","Aleppo - Al-Furqan",36.2022,37.1201,1,"AlBadia 24; SHAAM",National,"On 8 October 2023, opposition rebels shelled a regime-affiliated officers' club used by Russian fighters in in the city of Aleppo - Al-Furqan neighborhood with artillery and rockets. Casualties unknown.",0,Insurgency,1753971557
SYR136226,2023-10-08,2023,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,3,"Military Forces of Israel (2022-)",,8,38,,760,"Middle East",Syria,Quneitra,Quneitra,Masaada,"Gladiola Outpost",33.3182,35.7122,1,"AlManar TV",Regional,"On 8 October 2023, Hezbollah launched guided rockets and artillery in the Rwayset Al Alam (Quneitra). The group announced it had achieved direct hits. The shelling was 'in solidarity' with the Palestinian people following the deadliest attack on Israel in years by Palestinian militants the day prior. There were no casualties.",0,"Foreign military engagement",1760402996
SYR136227,2023-10-08,2023,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,3,"Military Forces of Israel (2022-)",,8,38,,760,"Middle East",Syria,Quneitra,Quneitra,Masaada,Zebdine,33.2772,35.6868,1,"AlManar TV",Regional,"On 8 October 2023, Hezbollah launched guided rockets and artillery in the Zebdine (Quneitra). The group announced it had achieved direct hits. The shelling was 'in solidarity' with the Palestinian people following the deadliest attack on Israel in years by Palestinian militants the day prior. There were no casualties.",0,"Foreign military engagement",1753956190
SYR119324,2023-10-08,2023,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Turkey (2016-)",,8,"QSD: Syrian Democratic Forces",,2,28,,760,"Middle East",Syria,"Al Hasakeh","Al Malikeyyeh","Al Malikeyyeh","Tal Aour",37.0075,41.9288,1,"Alkhabour; SHAAM",Subnational-National,"On 8 October 2023, a Turkish drone conducted airstrikes targeting QSD military position in Tal Aour village in rural Al Hasakeh. Casualties unknown.",0,"Foreign military engagement; Insurgency",1759187037
SYR132962,2023-10-08,2023,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,3,"Military Forces of Israel (2022-)",,8,38,,760,"Middle East",Syria,Quneitra,Quneitra,"Khan Arnaba","Radar Post",33.3309,35.7691,1,"AlManar TV; Reuters",Regional-International,"On 8 October 2023, Hezbollah launched guided rockets and artillery at the Radar Post (Quneitra). The group announced it had achieved direct hits. The shelling was 'in solidarity' with the Palestinian people following the deadliest attack on Israel in years by Palestinian militants the day prior. There were no casualties.",0,"Foreign military engagement",1753956190
ISR16423,2023-10-08,2023,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Hamas Movement",,3,"Military Forces of Israel (2022-)",,1,13,,376,"Middle East",Israel,HaDarom,"Beer Sheva",Gerar,Saad,31.4714,34.5347,2,N12,National,"On 8 October 2023, Hamas militants fired several barrages of rockets from Gaza toward southern Israel, causing sirens to sound in Saad (Beer Sheva, HaDarom) and surrounding locations. Not all rockets hit populated areas, as some rockets were presumably intercepted by the iron dome over the area of Saad or fell in open areas.",0,,1743467550
LBN15146,2023-10-08,2023,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,8,"Civilians (Lebanon)",,7,78,"Civilian targeting",422,"Middle East",Lebanon,"Al Nabatieh",Hasbeiya,,"Kfar Chouba",33.3278,35.6925,2,"AlManar TV; National News Agency Lebanon; Twitter","New media-National","On 8 October 2023, Israeli military forces fired dozens of artillery shells towards the vicinity of Kfar Chouba (Hasbeiya), in retaliation against rocket launches from Lebanon towards Israel. 2 children were injured from shrapnel and other civilian suffered injuries too. At around 11:09, Israeli military forces targeted the vicinity of Kfar Chouba and nearby Es Sedane area (coded separately) with artillery fire, in retaliation against the launching of 2 rockets from Lebanon. At around 15:29, Israeli military forces again targeted the vicinity of Kfar Chouba with artillery fire.",0,"Foreign military engagement",1756769899
