event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
ISR40944,2024-07-13,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,3,,,0,30,,376,"Middle East",Israel,HaZafon,Zefat,"Hula Basin","Maayan Baruch",33.2403,35.6090,2,"Arutz Sheva; Ma'ariv; N12; Times of Israel",National,"On 13 July 2024, Hezbollah forces in Lebanon fired a number of rockets toward Maayan Baruch (Zefat, HaZafon). Some rockets fell in the area of Maayan Baruch, sparking fires in the area. In response, Israeli military forces struck the launch site in Houla (coded separately).",0,,1732580131
ISR40945,2024-07-13,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,3,,,0,30,,376,"Middle East",Israel,HaZafon,Zefat,"Hula Basin","Kiryat Shmona",33.2073,35.5720,1,"Israel Hayom; Jerusalem Post; Times of Israel",National,"On 13 July 2024, Hezbollah forces in Lebanon fired about 23 rockets toward Kiryat Shmona (Zefat, HaZafon) and surrounding areas. Many of the rockets were intercepted. At least two of the rockets fell in Kiryat Shmona causing material damages. In response, Israeli military forces struck the launch site in Rab el Thalathine (coded separately).",0,,1732580131
SYR130405,2024-07-13,2024,1,"Political violence",Battles,"Armed clash","Islamic State in Iraq and the Levant (ISIL)",,2,"QSD: Syrian Democratic Forces","Hajin Military Council",2,22,,760,"Middle East",Syria,"Deir ez Zor","Al Mayadin",Thiban,"Eastern Jurdi",34.8720,40.6390,1,"Al Naba; Alkhabour; SHAAM; SOHR; The Euphrates Post",Other-National,"On 13 July 2024, IS members attacked a QSD-affiliated vehicle in Eastern Jurdi (Al Jurdi) in rural Deir ez Zor, killing two-QSD affiliated Hajin Military Council members. 2 fatalities.",2,Insurgency,1759187405
SYR130599,2024-07-13,2024,1,"Political violence",Battles,"Armed clash","QSD: Syrian Democratic Forces","Global Coalition Against Daesh",2,"Islamic State in Iraq and the Levant (ISIL)",,2,22,,760,"Middle East",Syria,"Deir ez Zor","Abu Kamal",Hajin,Gharanij,34.7863,40.7181,1,"SHAAM; SOHR; SY24; The Euphrates Post",Other-National,"On 13 July 2024, QSD forces, accompanied by Global Coalition forces, detained an IS member responsible for the group's financial office during a security operation in the village of Gharanij in the countryside of Deir ez Zor.",0,Insurgency,1759187405
SYR130399,2024-07-13,2024,2,"Political violence",Battles,"Armed clash","Islamic State in Iraq and the Levant (ISIL)",,2,"Military Forces of Syria (2000-2024)",,1,12,,760,"Middle East",Syria,"Ar Raqqa","Ath Thawrah",Mansura,Al-Rasafah,35.6288,38.7581,2,"Syria TV",National,"Around 13 July 2024 (week of), IS fighters attacked a regime position in Al-Rasafah's badia in rural Ar Raqqa, killing one regime member. 1 fatality.",1,Insurgency,1753971578
SYR130401,2024-07-13,2024,1,"Political violence",Battles,"Armed clash","Islamic State in Iraq and the Levant (ISIL)",,2,"Military Forces of Syria (2000-2024)",,1,12,,760,"Middle East",Syria,Homs,"Al Makhrim","Jeb Ej Jarrah","Jeb Ej-Jarrah",34.8346,37.3238,2,"Syria TV",National,"On 13 July 2024, IS members attacked a regime position near the Jeb Ej-Jarrah area in rural Homs with machine guns, triggering clashes between both, killing three regime members with IS members setting alight several regime vehicles. Following this, regime members heading to the site of the attack and were attacked by IS members who were fleeing towards the Tadmor badia, killing an additional two regime members. 5 fatalities.",5,Insurgency,1753971578
SYR130402,2024-07-13,2024,1,"Political violence",Battles,"Armed clash","Islamic State in Iraq and the Levant (ISIL)",,2,"Military Forces of Syria (2000-2024)",,1,12,,760,"Middle East",Syria,"Deir ez Zor","Abu Kamal","Abu Kamal","Al-Bukamal - Unspecified",34.4546,40.9116,2,"AlBadia 24; Syria TV; The Euphrates Post",National,"On 13 July 2024, suspected IS members attacked a regime position in the southern Deir ez Zor badia coded to Al-Bukamal, killing two regime members. 2 fatalities.",2,Insurgency,1782778901
SYR130415,2024-07-13,2024,1,"Political violence",Battles,"Armed clash","Militia (Pro-Government)","Military Forces of Syria (2000-2024) Military Intelligence",3,"Unidentified Armed Group (Syria)",,3,33,,760,"Middle East",Syria,Dara,Izra,Jasim,Jasim,32.9912,36.0602,1,"Dar'a 24; Facebook; Halab Today; SHAAM; SY24; Syria TV","New media-Subnational","On 13 July 2024, armed clashes between a local faction and pro-regime militia affiliated with the regime's military intelligence continued in Jasim in rural Dara with both sides using RPG shells, anti-aircraft guns, mortars and heavy machine guns as attempts at reconciliation and ceasefire failed following the killing of local commander 'Al Halqi'. A curfew was imposed in the city. Casualties unknown.",0,"Terrorist activity",1753971578
SYR130418,2024-07-13,2024,1,"Political violence",Battles,"Armed clash","Opposition Rebels (Syria)",,2,"Military Forces of Syria (2000-2024)",,1,12,,760,"Middle East",Syria,Idleb,Idleb,Teftnaz,"Khirbat Jazraya",36.0413,36.8675,2,SHAAM,National,"On 13 July 2024, an opposition rebel sniper targeted a regime position along the Khirbat Jazraya frontline in Idleb, killing one regime member. 1 fatality.",1,Insurgency,1753971578
SYR130520,2024-07-13,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-2024)",,1,,,0,10,,760,"Middle East",Syria,Idleb,Ariha,Ehsem,Joseph,35.7185,36.4776,2,"Facebook; Halab Today; SHAAM","New media-National","On 13 July 2024, regime fighters shelled the forest and vicinity of Joseph in rural southern Idleb with artillery. Casualties unknown.",0,,1759187405
SYR130577,2024-07-13,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Opposition Rebels (Syria)",,2,"Military Forces of Syria (2000-2024)",,1,12,,760,"Middle East",Syria,Idleb,"Al Mara","Kafr Nobol",Milaja,35.5927,36.4944,2,SHAAM,National,"On 13 July 2024, opposition rebels shelled regime positions along the Milaja axis in rural southern Idleb, killing and injuring several regime members. 5 fatalities coded.",5,Insurgency,1753971578
SYR130609,2024-07-13,2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Syria)",,3,"Military Forces of Syria (2000-2024) Military Intelligence",,1,13,,760,"Middle East",Syria,Dara,Dara,Dara,"Dar'a - Al Dahieh",32.6411,36.0777,1,"Dar'a 24; Facebook; Halab Today; SHAAM; SOHR; Syria TV","Other-New media","On 13 July 2024, unidentified gunmen fired live ammunition at a regime military intelligence member near Dar'a - Al Dahieh neighborhood in Dar'a city, killing him. 1 fatality.",1,"Terrorist activity",1753971578
SYR130867,2024-07-13,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Turkey (2016-)","Opposition Rebels (Syria)",8,,,0,80,,760,"Middle East",Syria,Aleppo,"Al Bab",Arima,A'rima,36.4723,37.7229,1,SOHR,Other,"On 13 July 2024, Turkish fighters and pro-Turkey opposition rebels shelled A'rima in rural northern Aleppo with artillery. Casualties unknown.",0,"Foreign military engagement",1759187405
SYR130400,2024-07-13,2024,2,"Political violence",Battles,"Armed clash","Islamic State in Iraq and the Levant (ISIL)",,2,"Military Forces of Syria (2000-2024)",,1,12,,760,"Middle East",Syria,Homs,"Al Makhrim","Al Makhrim","Upper Makhrim",34.8165,37.0805,2,Facebook,"New media","Around 13 July 2024 (week of), IS fighters clashed with regime forces in the eastern Homs countryside coded to Upper Makhrim, killing one regime member. 1 fatality.",1,Insurgency,1753971578
SYR132922,2024-07-13,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,3,"Military Forces of Israel (2022-)",,8,38,,760,"Middle East",Syria,Quneitra,Quneitra,Masaada,"Gladiola Outpost",33.3182,35.7122,1,"AlManar TV; El Nashra; National News Agency Lebanon; Twitter","New media-Regional","On 13 July 2024, Hezbollah fired several missiles targeting the Rwayset al Alam Israeli military site in Kfar Chouba hills (Masaada, Quneitra). The group announced it had achieved direct hits. There were no casualties.",0,"Foreign military engagement",1760402996
ISR41036,2024-07-13,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,3,"Military Forces of Israel (2022-)",,1,13,,376,"Middle East",Israel,HaZafon,Zefat,"Hula Basin","Beit Hillel Base",33.2231,35.6017,2,"Hezbollah War Media; National News Agency Lebanon","New media-Regional","On 13 July 2024, Hezbollah forces in Lebanon claimed to have targeted and directly hit a 'deployment of Israeli soldiers' in the vicinity of the Beit Hillel Base (Zefat, HaZafon) with Falaq missiles, and also claimed to have caused casualties. No Israeli sources confirmed the attack. Claimed casualties coded as 0.",0,,1771275892
ISR41037,2024-07-13,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,3,"Military Forces of Israel (2022-)",,1,13,,376,"Middle East",Israel,HaZafon,Akko,Elon,"Hanita Military Post",33.0920,35.1771,2,"Hezbollah War Media; National News Agency Lebanon","New media-Regional","On 13 July 2024, Hezbollah forces in Lebanon claimed to have targeted and directly hit a 'deployment of Israeli soldiers' in the vicinity of Hanita Military Post (Akko, HaZafon) with a Falaq missile. No Israeli sources confirmed the attack. There were no casualties.",0,,1741125174
ISR45295,2024-07-13,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,3,"Military Forces of Israel (2022-)",,1,13,,376,"Middle East",Israel,HaZafon,Akko,Elon,"Mattat Barracks",33.0431,35.3619,2,"Hezbollah War Media","New media","On 13 July 2024, Hezbollah forces in Lebanon targeted a gathering of Israeli soldiers via rockets, in the vicinity of the Mattat Barracks (Akko, HaZafon). Hezbollah claimed to have achieved direct hits. There were no casualties.",0,,1741125174
ISR45296,2024-07-13,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,3,"Military Forces of Israel (2022-)",,1,13,,376,"Middle East",Israel,HaZafon,Akko,Elon,"Livneh Outpost",33.1039,35.3167,1,"Hezbollah War Media","New media","On 13 July 2024, Hezbollah forces in Lebanon targeted espionage equipment at Israeli army's Ramia site (Akko, HaZafon) via rockets. Hezbollah claimed to achieved direct hit. There were no fatalities.",0,,1762213172
ISR45297,2024-07-13,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,3,,,0,30,,376,"Middle East",Israel,HaZafon,Zefat,"Hula Basin","Metulla Barracks",33.2749,35.5718,1,"Hezbollah War Media","New media","On 13 July 2024, Hezbollah forces in Lebanon claimed to have targeted Israeli army's Metulla Barracks (Zefat, HaZafon) with a jihad missile. No direct hit was reported. There were no fatalities.",0,,1762291738
LBN22486,2024-07-13,2024,1,"Political violence",Battles,"Armed clash","Unidentified Clan Militia (Lebanon)",,4,"Unidentified Clan Militia (Lebanon)",,4,44,,422,"Middle East",Lebanon,North,"Al Kura",,Bsarma,34.3328,35.8386,1,"El Nashra",National,"On 13 July 2024, an armed clash took place between two families (likely armed clans) in Bsarma (Al Kura, North). The clash led to the killing of one individual and the injury of four others.",1,,1746490622
LBN22463,2024-07-13,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,8,Hezbollah,,3,38,,422,"Middle East",Lebanon,"Al Nabatieh",Marjayoun,,"Aadayseh Marjayoun",33.2544,35.5424,2,"N12; National News Agency Lebanon",National-Regional,"On 13 July 2024, Israeli warplanes carried out an airstrike in the vicinity of Aadayseh Marjayoun town (Marjayoun, Al Nabatieh). The Israeli military also conducted an airstrike in the Aadayseh Marjayoun area targeting an observation post used by Hezbollah. The strike was in response to a Hezbollah rocket barrage that hit northern Israel that day (coded separately). Casualties unknown.",0,"Foreign military engagement",1776123278
LBN22464,2024-07-13,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,8,,,0,80,,422,"Middle East",Lebanon,"Al Nabatieh",Marjayoun,,"Aadayseh Marjayoun",33.2544,35.5424,1,"L'Orient Le Jour",National,"On 13 July 2024, the Israeli military fired white phosphorus shells towards Aadayseh Marjayoun (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. Casualties unknown.",0,"Foreign military engagement",1776123278
LBN22465,2024-07-13,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,8,,,0,80,,422,"Middle East",Lebanon,"Al Nabatieh","Bint Jbeil",,"Aita ech Chaab",33.0971,35.3367,2,"AlManar TV; National News Agency Lebanon",National,"On 13 July 2024, an Israeli drone carried out a strike targeting Khallet Warde in the vicinity of Aita ech Chaab town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. Casualties unknown.",0,"Foreign military engagement",1776123278
LBN22466,2024-07-13,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,8,Hezbollah,,3,38,,422,"Middle East",Lebanon,"Al Nabatieh","Bint Jbeil",,"Aita ech Chaab",33.0971,35.3367,1,"An-Nahar; El Nashra; L'Orient Le Jour; Liveuamap; National News Agency Lebanon; Twitter","Local partner-New media","On 13 July 2024, Israeli warplanes carried out an airstrike with two air-to-surface missiles and the Israeli military fired artillery shells towards Aita ech Chaab town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military announced it had struck military infrastructure for Hezbollah. Casualties unknown.",0,"Foreign military engagement",1776123278
LBN22468,2024-07-13,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,8,Hezbollah,"Amal Movement; Civilians (Lebanon)",3,38,,422,"Middle East",Lebanon,"Al Nabatieh","Al Nabatieh",,Arnoun,33.3317,35.5264,2,"AlManar TV; An-Nahar; El Nashra; Haaretz; Israel Hayom; Jerusalem Post; L'Orient Le Jour; Lebanon24; Liveuamap; Ma'ariv; Murr TV; N12; National News Agency Lebanon; Times of Israel; Twitter","Local partner-New media","On 13 July 2024, an Israeli drone carried out a strike targeting a car along the Kfar Tebnit - Arnoun road (Al Nabatieh, Al Nabatieh) amid ongoing hostilities with Hezbollah. 2 individuals affiliated with the Amal movement were killed in the strike. The IDF claimed to have targeted a Hezbollah field commander, and Israeli sources claimed that one of the victims was a Hezbollah member while the other was a member of the Amal Movement.",2,"Foreign military engagement",1756769978
LBN22469,2024-07-13,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,8,,,0,80,,422,"Middle East",Lebanon,"Al Nabatieh","Bint Jbeil",,"At Tiri",33.1403,35.4029,2,"AlManar TV; El Nashra; L'Orient Le Jour; National News Agency Lebanon; Twitter","New media-National","On 13 July 2024, the Israeli military fired white phosphorus shells in the vicinity of At Tiri town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. Casualties unknown. International organizations have accused Israel of using white phosphorous bombs during the current war between Hezbollah and Israel.",0,"Foreign military engagement",1776123278
LBN22470,2024-07-13,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,8,Hezbollah,,3,38,,422,"Middle East",Lebanon,"Al Nabatieh",Marjayoun,,"Deir Mimas",33.3025,35.5458,1,"An-Nahar; El Nashra; L'Orient Le Jour; Murr TV; Walla!News",National-Regional,"On 13 July 2024, an Israeli drone struck a building in Deir Mimas (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military claimed that two Hezbollah members were targeted in the attack and were eliminated. Lebanese sources did not report any fatalities. Fatalities coded as 0 for lowest estimate.",0,"Foreign military engagement",1756769978
LBN22471,2024-07-13,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,8,,,0,80,,422,"Middle East",Lebanon,"Al Nabatieh",Hasbeiya,,Dellafeh,33.4298,35.6458,2,"National News Agency Lebanon",National,"On 13 July 2024, an Israeli drone fired several missiles and the Israeli military fired artillery shells targeting the valley of Dellafeh town (Hasbeiya, Al Nabatieh) amid ongoing hostilities with Hezbollah. Casualties unknown.",0,"Foreign military engagement",1776123278
LBN22472,2024-07-13,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,8,,,0,80,,422,"Middle East",Lebanon,"Al Nabatieh","Bint Jbeil",,Hanine,33.1085,35.3796,2,"El Nashra; L'Orient Le Jour; National News Agency Lebanon",National,"On 13 July 2024, the Israeli military fired white phosphorus shells in the vicinity of Hanine town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. Casualties unknown. International organizations have accused Israel of using white phosphorous bombs during the current war between Hezbollah and Israel.",0,"Foreign military engagement",1776123278
LBN22473,2024-07-13,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,8,Hezbollah,,3,38,,422,"Middle East",Lebanon,"Al Nabatieh",Marjayoun,,Houla,33.2092,35.5150,1,"AlManar TV; El Nashra; L'Orient Le Jour; Liveuamap; National News Agency Lebanon; Twitter; Walla!News","Local partner-New media","On 13 July 2024, Israeli warplanes carried out an airstrike in Houla town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. The IDF claimed to have targeted Hezbollah infrastructure. Casualties unknown.",0,"Foreign military engagement",1776123278
LBN22474,2024-07-13,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,8,Hezbollah,,3,38,,422,"Middle East",Lebanon,"Al Nabatieh",Marjayoun,,Houla,33.2092,35.5150,2,"An-Nahar; El Nashra; Ma'ariv; N12; National News Agency Lebanon; Twitter","New media-National","On 13 July 2024, the Israeli military conducted an airstrike and fired artillery shells in the vicinity of Houla town (Marjayoun, Al Nabatieh). The strike targeted infrastructure used by Hezbollah, including a rocket launcher which was used to target Maayan Baruch that day (coded separately). Casualties unknown.",0,"Foreign military engagement",1776123278
LBN22476,2024-07-13,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,8,Hezbollah,,3,38,,422,"Middle East",Lebanon,"Al Nabatieh",Marjayoun,,"Kfar Kila",33.2772,35.5517,1,"AlManar TV; El Nashra; National News Agency Lebanon; Twitter; Walla!News","New media-National","On 13 July 2024, Israeli warplanes carried out an airstrike in Kfar Kila town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. The IDF claimed to have targeted Hezbollah infrastructure. Casualties unknown.",0,"Foreign military engagement",1776123278
LBN22477,2024-07-13,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,8,,,0,80,,422,"Middle East",Lebanon,"Al Nabatieh",Marjayoun,,Khiyam,33.3278,35.6128,1,"National News Agency Lebanon",National,"On 13 July 2024, the Israeli military fired artillery shells towards Khiyam town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. Casualties unknown.",0,"Foreign military engagement",1776123278
LBN22478,2024-07-13,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,8,,,0,80,,422,"Middle East",Lebanon,"Al Nabatieh",Marjayoun,,Marjayoun,33.3603,35.5911,2,"AlManar TV; El Nashra; National News Agency Lebanon; Twitter","New media-National","On 13 July 2024, the Israeli military fired artillery shells in the eastern vicinity of Marjayoun town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. Casualties unknown.",0,"Foreign military engagement",1776123278
LBN22479,2024-07-13,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,8,,,0,80,,422,"Middle East",Lebanon,"Al Nabatieh",Marjayoun,,Markaba,33.2333,35.5130,2,"An-Nahar; El Nashra",National,"On 13 July 2024, Israeli warplanes carried out an airstrike in the vicinity of Markaba town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. Casualties unknown.",0,"Foreign military engagement",1776123278
LBN22480,2024-07-13,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,8,,,0,80,,422,"Middle East",Lebanon,"Al Nabatieh",Marjayoun,,Markaba,33.2333,35.5130,1,"El Nashra; Liveuamap; National News Agency Lebanon","Local partner-New media","On 13 July 2024, the Israeli military fired artillery shells towards Markaba town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. Casualties unknown.",0,"Foreign military engagement",1776123278
LBN22481,2024-07-13,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,8,,,0,80,,422,"Middle East",Lebanon,"Al Nabatieh",Marjayoun,,"Rab el Thalathine",33.2482,35.5194,1,"AlManar TV; Liveuamap; National News Agency Lebanon; Twitter","Local partner-New media","On 13 July 2024, Israeli warplanes carried out an airstrike and the Israeli military fired artillery shells towards Rab el Thalathine town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. Casualties unknown.",0,"Foreign military engagement",1776123278
LBN22482,2024-07-13,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,8,Hezbollah,,3,38,,422,"Middle East",Lebanon,"Al Nabatieh",Marjayoun,,"Rab el Thalathine",33.2482,35.5194,2,"El Nashra; L'Orient Le Jour; N12",National-Regional,"On 13 July 2024, Israeli warplanes carried out an airstrike in the vicinity of Rab el Thalathine town (Marjayoun, Al Nabatieh) targeting a rocket launcher used by Hezbollah to target Kiryat Shmona that day (coded separately). Casualties unknown.",0,"Foreign military engagement",1776123278
LBN22483,2024-07-13,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,8,,,0,80,,422,"Middle East",Lebanon,"Al Nabatieh","Bint Jbeil",,Rmaysh,33.0783,35.3661,2,"El Nashra; Murr TV; National News Agency Lebanon",National,"On 13 July 2024, the Israeli military used machine gunfire in the vicinity of Rmaysh town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. Some of the gunfire hit the house of the town's municipality chief. Casualties unknown.",0,"local administrators; Foreign military engagement",1776123278
LBN22484,2024-07-13,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,8,,,0,80,,422,"Middle East",Lebanon,"Al Nabatieh",Marjayoun,,Taybeh,33.2755,35.5179,2,"El Nashra",National,"On 13 July 2024, Israeli warplanes carried out an airstrike in the vicinity of Taybeh town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. Casualties unknown.",0,"Foreign military engagement",1776123278
LBN23765,2024-07-13,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Israel (2022-)",,8,Hezbollah,,3,38,,422,"Middle East",Lebanon,"Al Nabatieh",Marjayoun,,"Kfar Kila",33.2772,35.5517,2,"N12; Walla!News",Regional,"On 13 July 2024, the Israeli military conducted an airstrike in the Kfar Kila area (Marjayoun, Al Nabatieh) targeting infrastructure used by Hezbollah. The strike was in response to a Hezbollah rocket barrage that hit northern Israel that day (coded separately). The Israeli military also attacked the Kfar Kila area with artillery fire. Casualties unknown.",0,"Foreign military engagement",1776123278
LBN34288,2024-07-13,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,3,"Military Forces of Israel (2022-)",,8,38,,422,"Middle East",Lebanon,"Al Nabatieh","Bint Jbeil",,"Tal Shaar",33.0961,35.3256,2,"Hezbollah War Media","New media","On 13 July 2024, Hezbollah forces in Lebanon claimed to have targeted and directly hit a 'deployment of Israeli soldiers' around Tal Shaar (Bint Jbeil, Al Nabatieh) with a Falaq missile. No Israeli sources confirmed the attack. There were no casualties.",0,"Foreign military engagement",1753954662
LBN35344,2024-07-13,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,8,,,0,80,,422,"Middle East",Lebanon,South,Tyr,,"Aalma Ech Chaab",33.1042,35.1819,2,Walla!News,Regional,"On 13 July 2024, the Israeli military attacked the Aalma Ech Chaab area (Tyr, South) with artillery fire amid ongoing hostilities with Hezbollah. Casualties unknown.",0,"Foreign military engagement",1776123278
SYR130549,2024-07-14,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Turkey (2016-)",,8,"Civilians (Syria)","Labor Group (Syria); QSD: Syrian Democratic Forces",7,78,"Civilian targeting",760,"Middle East",Syria,"Ar Raqqa","Tell Abiad","Ein Issa","Ein Issa",36.3837,38.8628,2,SOHR,Other,"On 14 July 2024, Turkish forces shelled QSD military tunnels in the countryside of Ein Issa in Ar Raqqa province, killing one worker who was a contractor with QSD and wounding another. 1 fatality.",1,"Foreign military engagement",1759187405
LBN22492,2024-07-14,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,8,,,0,80,,422,"Middle East",Lebanon,"Al Nabatieh",Hasbeiya,,"Es Sedaneh",33.3393,35.7122,1,"L'Orient Le Jour",National,"On 14 July 2024, the Israeli military fired artillery shells towards Es Sedaneh town (Hasbeiya, Al Nabatieh) amid ongoing hostilities with Hezbollah. Casualties unknown.",0,"Foreign military engagement",1786406881
LBN22501,2024-07-14,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,8,,,0,80,,422,"Middle East",Lebanon,South,Tyr,,Boustane,33.1045,35.2573,1,"National News Agency Lebanon",National,"On 14 July 2024, the Israeli military fired artillery and white phosphorus shells targeting Boustane town (Tyr, South) amid ongoing hostilities with Hezbollah. Casualties unknown. International organizations have accused Israel of using white phosphorous bombs during the current war between Hezbollah and Israel.",0,"Foreign military engagement",1776123278
LBN22503,2024-07-14,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,8,,,0,80,,422,"Middle East",Lebanon,South,Tyr,,Yarine,33.1064,35.2324,2,Twitter,"New media","On 14 July 2024, the Israeli military fired incendiary shells in the vicinity of Yarine town (Tyr, South) amid ongoing hostilities with Hezbollah. Casualties unknown.",0,"Foreign military engagement",1776123278
LBN22502,2024-07-14,2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,8,,,0,80,,422,"Middle East",Lebanon,South,Tyr,,"Jabal Blat",33.1148,35.2908,1,Liveuamap,"Local partner-New media","On 14 July 2024, the Israeli military fired artillery shells towards Jabal Blat town (Tyr, South) amid ongoing hostilities with Hezbollah. Casualties unknown.",0,"Foreign military engagement",1776123278
SYR130378,2024-07-14,2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)",,8,"Islamic State in Iraq and the Levant (ISIL)",,2,28,,760,"Middle East",Syria,Homs,Tadmor,Tadmor,Tweinan,35.0474,38.3327,2,"AlBadia 24; SOHR",Other-National,"On 14 July 2024, Russian warplanes conducted airstrikes targeting IS positions near Tweinan village in the badia of Homs. Casualties unknown.",0,"Foreign military engagement; Insurgency",1753956190
SYR130397,2024-07-14,2024,1,"Political violence",Battles,"Armed clash","Hawayej Bumasaa Communal Militia (Syria)",,4,"Hawayej Bumasaa Communal Militia (Syria)",,4,44,,760,"Middle East",Syria,"Deir ez Zor","Deir ez Zor",Kisreh,"Hawayej Bumasaa",35.4620,40.0795,1,"The Euphrates Post",National,"On 14 July 2024, armed clashes took place between two families in the village of Hawayej Bumasaa in the countryside of Deir ez Zor due to an unspecified dispute. Casualties unknown.",0,,1759187405
