event_date,actor_origin,scope,events
2025-03-28,Israel,CNN,44
2025-03-28,Israel,Ampliat,44
2025-03-28,Hezbollah,CNN,0
2025-03-28,Hezbollah,Ampliat,0
2025-03-29,Israel,CNN,2
2025-03-29,Israel,Ampliat,3
2025-03-29,Hezbollah,CNN,0
2025-03-29,Hezbollah,Ampliat,0
2025-03-30,Israel,CNN,5
2025-03-30,Israel,Ampliat,5
2025-03-30,Hezbollah,CNN,0
2025-03-30,Hezbollah,Ampliat,0
2025-03-31,Israel,CNN,1
2025-03-31,Israel,Ampliat,2
2025-03-31,Hezbollah,CNN,0
2025-03-31,Hezbollah,Ampliat,0
2025-04-01,Israel,CNN,8
2025-04-01,Israel,Ampliat,8
2025-04-01,Hezbollah,CNN,0
2025-04-01,Hezbollah,Ampliat,0
2025-04-02,Israel,CNN,2
2025-04-02,Israel,Ampliat,7
2025-04-02,Hezbollah,CNN,0
2025-04-02,Hezbollah,Ampliat,0
2025-04-03,Israel,CNN,5
2025-04-03,Israel,Ampliat,12
2025-04-03,Hezbollah,CNN,0
2025-04-03,Hezbollah,Ampliat,0
2025-04-04,Israel,CNN,2
2025-04-04,Israel,Ampliat,2
2025-04-04,Hezbollah,CNN,0
2025-04-04,Hezbollah,Ampliat,0
2025-04-05,Israel,CNN,1
2025-04-05,Israel,Ampliat,2
2025-04-05,Hezbollah,CNN,0
2025-04-05,Hezbollah,Ampliat,0
2025-04-06,Israel,CNN,6
2025-04-06,Israel,Ampliat,6
2025-04-06,Hezbollah,CNN,0
2025-04-06,Hezbollah,Ampliat,0
2025-04-07,Israel,CNN,3
2025-04-07,Israel,Ampliat,3
2025-04-07,Hezbollah,CNN,0
2025-04-07,Hezbollah,Ampliat,0
2025-04-08,Israel,CNN,3
2025-04-08,Israel,Ampliat,3
2025-04-08,Hezbollah,CNN,0
2025-04-08,Hezbollah,Ampliat,0
2025-04-09,Israel,CNN,2
2025-04-09,Israel,Ampliat,2
2025-04-09,Hezbollah,CNN,0
2025-04-09,Hezbollah,Ampliat,0
2025-04-10,Israel,CNN,3
2025-04-10,Israel,Ampliat,4
2025-04-10,Hezbollah,CNN,0
2025-04-10,Hezbollah,Ampliat,0
2025-04-11,Israel,CNN,2
2025-04-11,Israel,Ampliat,2
2025-04-11,Hezbollah,CNN,0
2025-04-11,Hezbollah,Ampliat,0
2025-04-12,Israel,CNN,0
2025-04-12,Israel,Ampliat,0
2025-04-12,Hezbollah,CNN,0
2025-04-12,Hezbollah,Ampliat,0
2025-04-13,Israel,CNN,1
2025-04-13,Israel,Ampliat,1
2025-04-13,Hezbollah,CNN,0
2025-04-13,Hezbollah,Ampliat,0
2025-04-14,Israel,CNN,3
2025-04-14,Israel,Ampliat,3
2025-04-14,Hezbollah,CNN,0
2025-04-14,Hezbollah,Ampliat,0
2025-04-15,Israel,CNN,3
2025-04-15,Israel,Ampliat,3
2025-04-15,Hezbollah,CNN,0
2025-04-15,Hezbollah,Ampliat,0
2025-04-16,Israel,CNN,9
2025-04-16,Israel,Ampliat,9
2025-04-16,Hezbollah,CNN,0
2025-04-16,Hezbollah,Ampliat,0
2025-04-17,Israel,CNN,7
2025-04-17,Israel,Ampliat,7
2025-04-17,Hezbollah,CNN,0
2025-04-17,Hezbollah,Ampliat,0
2025-04-18,Israel,CNN,4
2025-04-18,Israel,Ampliat,4
2025-04-18,Hezbollah,CNN,0
2025-04-18,Hezbollah,Ampliat,0
2025-04-19,Israel,CNN,2
2025-04-19,Israel,Ampliat,2
2025-04-19,Hezbollah,CNN,0
2025-04-19,Hezbollah,Ampliat,0
2025-04-20,Israel,CNN,13
2025-04-20,Israel,Ampliat,13
2025-04-20,Hezbollah,CNN,0
2025-04-20,Hezbollah,Ampliat,0
2025-04-21,Israel,CNN,0
2025-04-21,Israel,Ampliat,0
2025-04-21,Hezbollah,CNN,0
2025-04-21,Hezbollah,Ampliat,0
2025-04-22,Israel,CNN,3
2025-04-22,Israel,Ampliat,3
2025-04-22,Hezbollah,CNN,0
2025-04-22,Hezbollah,Ampliat,0
2025-04-23,Israel,CNN,4
2025-04-23,Israel,Ampliat,4
2025-04-23,Hezbollah,CNN,0
2025-04-23,Hezbollah,Ampliat,0
2025-04-24,Israel,CNN,2
2025-04-24,Israel,Ampliat,2
2025-04-24,Hezbollah,CNN,0
2025-04-24,Hezbollah,Ampliat,0
2025-04-25,Israel,CNN,3
2025-04-25,Israel,Ampliat,3
2025-04-25,Hezbollah,CNN,0
2025-04-25,Hezbollah,Ampliat,0
2025-04-26,Israel,CNN,0
2025-04-26,Israel,Ampliat,0
2025-04-26,Hezbollah,CNN,0
2025-04-26,Hezbollah,Ampliat,0
2025-04-27,Israel,CNN,5
2025-04-27,Israel,Ampliat,5
2025-04-27,Hezbollah,CNN,0
2025-04-27,Hezbollah,Ampliat,0
2025-04-28,Israel,CNN,2
2025-04-28,Israel,Ampliat,2
2025-04-28,Hezbollah,CNN,0
2025-04-28,Hezbollah,Ampliat,0
2025-04-29,Israel,CNN,0
2025-04-29,Israel,Ampliat,0
2025-04-29,Hezbollah,CNN,0
2025-04-29,Hezbollah,Ampliat,0
2025-04-30,Israel,CNN,1
2025-04-30,Israel,Ampliat,2
2025-04-30,Hezbollah,CNN,0
2025-04-30,Hezbollah,Ampliat,0
2025-05-01,Israel,CNN,3
2025-05-01,Israel,Ampliat,3
2025-05-01,Hezbollah,CNN,0
2025-05-01,Hezbollah,Ampliat,0
2025-05-02,Israel,CNN,1
2025-05-02,Israel,Ampliat,13
2025-05-02,Hezbollah,CNN,0
2025-05-02,Hezbollah,Ampliat,0
2025-05-03,Israel,CNN,5
2025-05-03,Israel,Ampliat,5
2025-05-03,Hezbollah,CNN,0
2025-05-03,Hezbollah,Ampliat,0
2025-05-04,Israel,CNN,1
2025-05-04,Israel,Ampliat,1
2025-05-04,Hezbollah,CNN,0
2025-05-04,Hezbollah,Ampliat,0
2025-05-05,Israel,CNN,7
2025-05-05,Israel,Ampliat,7
2025-05-05,Hezbollah,CNN,0
2025-05-05,Hezbollah,Ampliat,0
2025-05-06,Israel,CNN,2
2025-05-06,Israel,Ampliat,2
2025-05-06,Hezbollah,CNN,0
2025-05-06,Hezbollah,Ampliat,0
2025-05-07,Israel,CNN,3
2025-05-07,Israel,Ampliat,3
2025-05-07,Hezbollah,CNN,0
2025-05-07,Hezbollah,Ampliat,0
2025-05-08,Israel,CNN,7
2025-05-08,Israel,Ampliat,7
2025-05-08,Hezbollah,CNN,0
2025-05-08,Hezbollah,Ampliat,0
2025-05-09,Israel,CNN,2
2025-05-09,Israel,Ampliat,2
2025-05-09,Hezbollah,CNN,0
2025-05-09,Hezbollah,Ampliat,0
2025-05-10,Israel,CNN,0
2025-05-10,Israel,Ampliat,0
2025-05-10,Hezbollah,CNN,0
2025-05-10,Hezbollah,Ampliat,0
2025-05-11,Israel,CNN,2
2025-05-11,Israel,Ampliat,2
2025-05-11,Hezbollah,CNN,0
2025-05-11,Hezbollah,Ampliat,0
2025-05-12,Israel,CNN,0
2025-05-12,Israel,Ampliat,0
2025-05-12,Hezbollah,CNN,0
2025-05-12,Hezbollah,Ampliat,0
2025-05-13,Israel,CNN,7
2025-05-13,Israel,Ampliat,7
2025-05-13,Hezbollah,CNN,0
2025-05-13,Hezbollah,Ampliat,0
2025-05-14,Israel,CNN,3
2025-05-14,Israel,Ampliat,3
2025-05-14,Hezbollah,CNN,0
2025-05-14,Hezbollah,Ampliat,0
2025-05-15,Israel,CNN,8
2025-05-15,Israel,Ampliat,8
2025-05-15,Hezbollah,CNN,0
2025-05-15,Hezbollah,Ampliat,0
2025-05-16,Israel,CNN,2
2025-05-16,Israel,Ampliat,2
2025-05-16,Hezbollah,CNN,0
2025-05-16,Hezbollah,Ampliat,0
2025-05-17,Israel,CNN,7
2025-05-17,Israel,Ampliat,7
2025-05-17,Hezbollah,CNN,0
2025-05-17,Hezbollah,Ampliat,0
2025-05-18,Israel,CNN,4
2025-05-18,Israel,Ampliat,4
2025-05-18,Hezbollah,CNN,0
2025-05-18,Hezbollah,Ampliat,0
2025-05-19,Israel,CNN,4
2025-05-19,Israel,Ampliat,4
2025-05-19,Hezbollah,CNN,0
2025-05-19,Hezbollah,Ampliat,0
2025-05-20,Israel,CNN,4
2025-05-20,Israel,Ampliat,4
2025-05-20,Hezbollah,CNN,0
2025-05-20,Hezbollah,Ampliat,0
2025-05-21,Israel,CNN,4
2025-05-21,Israel,Ampliat,4
2025-05-21,Hezbollah,CNN,0
2025-05-21,Hezbollah,Ampliat,0
2025-05-22,Israel,CNN,22
2025-05-22,Israel,Ampliat,22
2025-05-22,Hezbollah,CNN,0
2025-05-22,Hezbollah,Ampliat,0
2025-05-23,Israel,CNN,6
2025-05-23,Israel,Ampliat,6
2025-05-23,Hezbollah,CNN,0
2025-05-23,Hezbollah,Ampliat,0
2025-05-24,Israel,CNN,0
2025-05-24,Israel,Ampliat,0
2025-05-24,Hezbollah,CNN,0
2025-05-24,Hezbollah,Ampliat,0
2025-05-25,Israel,CNN,2
2025-05-25,Israel,Ampliat,2
2025-05-25,Hezbollah,CNN,0
2025-05-25,Hezbollah,Ampliat,0
2025-05-26,Israel,CNN,4
2025-05-26,Israel,Ampliat,4
2025-05-26,Hezbollah,CNN,0
2025-05-26,Hezbollah,Ampliat,0
2025-05-27,Israel,CNN,2
2025-05-27,Israel,Ampliat,2
2025-05-27,Hezbollah,CNN,0
2025-05-27,Hezbollah,Ampliat,0
2025-05-28,Israel,CNN,4
2025-05-28,Israel,Ampliat,4
2025-05-28,Hezbollah,CNN,0
2025-05-28,Hezbollah,Ampliat,0
2025-05-29,Israel,CNN,28
2025-05-29,Israel,Ampliat,28
2025-05-29,Hezbollah,CNN,0
2025-05-29,Hezbollah,Ampliat,0
2025-05-30,Israel,CNN,3
2025-05-30,Israel,Ampliat,6
2025-05-30,Hezbollah,CNN,0
2025-05-30,Hezbollah,Ampliat,0
2025-05-31,Israel,CNN,1
2025-05-31,Israel,Ampliat,1
2025-05-31,Hezbollah,CNN,0
2025-05-31,Hezbollah,Ampliat,0
2025-06-01,Israel,CNN,3
2025-06-01,Israel,Ampliat,3
2025-06-01,Hezbollah,CNN,0
2025-06-01,Hezbollah,Ampliat,0
2025-06-02,Israel,CNN,1
2025-06-02,Israel,Ampliat,1
2025-06-02,Hezbollah,CNN,0
2025-06-02,Hezbollah,Ampliat,0
2025-06-03,Israel,CNN,2
2025-06-03,Israel,Ampliat,16
2025-06-03,Hezbollah,CNN,0
2025-06-03,Hezbollah,Ampliat,0
2025-06-04,Israel,CNN,1
2025-06-04,Israel,Ampliat,4
2025-06-04,Hezbollah,CNN,0
2025-06-04,Hezbollah,Ampliat,0
2025-06-05,Israel,CNN,8
2025-06-05,Israel,Ampliat,8
2025-06-05,Hezbollah,CNN,0
2025-06-05,Hezbollah,Ampliat,0
2025-06-06,Israel,CNN,2
2025-06-06,Israel,Ampliat,2
2025-06-06,Hezbollah,CNN,0
2025-06-06,Hezbollah,Ampliat,0
2025-06-07,Israel,CNN,2
2025-06-07,Israel,Ampliat,2
2025-06-07,Hezbollah,CNN,0
2025-06-07,Hezbollah,Ampliat,0
2025-06-08,Israel,CNN,4
2025-06-08,Israel,Ampliat,5
2025-06-08,Hezbollah,CNN,0
2025-06-08,Hezbollah,Ampliat,0
2025-06-09,Israel,CNN,6
2025-06-09,Israel,Ampliat,6
2025-06-09,Hezbollah,CNN,0
2025-06-09,Hezbollah,Ampliat,0
2025-06-10,Israel,CNN,2
2025-06-10,Israel,Ampliat,2
2025-06-10,Hezbollah,CNN,0
2025-06-10,Hezbollah,Ampliat,0
2025-06-11,Israel,CNN,3
2025-06-11,Israel,Ampliat,3
2025-06-11,Hezbollah,CNN,0
2025-06-11,Hezbollah,Ampliat,0
2025-06-12,Israel,CNN,11
2025-06-12,Israel,Ampliat,11
2025-06-12,Hezbollah,CNN,0
2025-06-12,Hezbollah,Ampliat,0
2025-06-13,Israel,CNN,1
2025-06-13,Israel,Ampliat,1
2025-06-13,Hezbollah,CNN,0
2025-06-13,Hezbollah,Ampliat,0
2025-06-14,Israel,CNN,3
2025-06-14,Israel,Ampliat,4
2025-06-14,Hezbollah,CNN,0
2025-06-14,Hezbollah,Ampliat,0
2025-06-15,Israel,CNN,3
2025-06-15,Israel,Ampliat,3
2025-06-15,Hezbollah,CNN,0
2025-06-15,Hezbollah,Ampliat,0
2025-06-16,Israel,CNN,6
2025-06-16,Israel,Ampliat,6
2025-06-16,Hezbollah,CNN,0
2025-06-16,Hezbollah,Ampliat,0
2025-06-17,Israel,CNN,1
2025-06-17,Israel,Ampliat,1
2025-06-17,Hezbollah,CNN,0
2025-06-17,Hezbollah,Ampliat,0
2025-06-18,Israel,CNN,4
2025-06-18,Israel,Ampliat,4
2025-06-18,Hezbollah,CNN,0
2025-06-18,Hezbollah,Ampliat,0
2025-06-19,Israel,CNN,6
2025-06-19,Israel,Ampliat,6
2025-06-19,Hezbollah,CNN,0
2025-06-19,Hezbollah,Ampliat,0
2025-06-20,Israel,CNN,14
2025-06-20,Israel,Ampliat,15
2025-06-20,Hezbollah,CNN,0
2025-06-20,Hezbollah,Ampliat,0
2025-06-21,Israel,CNN,1
2025-06-21,Israel,Ampliat,1
2025-06-21,Hezbollah,CNN,0
2025-06-21,Hezbollah,Ampliat,0
2025-06-22,Israel,CNN,2
2025-06-22,Israel,Ampliat,2
2025-06-22,Hezbollah,CNN,0
2025-06-22,Hezbollah,Ampliat,0
2025-06-23,Israel,CNN,20
2025-06-23,Israel,Ampliat,20
2025-06-23,Hezbollah,CNN,0
2025-06-23,Hezbollah,Ampliat,0
2025-06-24,Israel,CNN,1
2025-06-24,Israel,Ampliat,1
2025-06-24,Hezbollah,CNN,0
2025-06-24,Hezbollah,Ampliat,0
2025-06-25,Israel,CNN,3
2025-06-25,Israel,Ampliat,3
2025-06-25,Hezbollah,CNN,0
2025-06-25,Hezbollah,Ampliat,0
2025-06-26,Israel,CNN,3
2025-06-26,Israel,Ampliat,3
2025-06-26,Hezbollah,CNN,0
2025-06-26,Hezbollah,Ampliat,0
2025-06-27,Israel,CNN,12
2025-06-27,Israel,Ampliat,12
2025-06-27,Hezbollah,CNN,0
2025-06-27,Hezbollah,Ampliat,0
2025-06-28,Israel,CNN,3
2025-06-28,Israel,Ampliat,3
2025-06-28,Hezbollah,CNN,0
2025-06-28,Hezbollah,Ampliat,0
2025-06-29,Israel,CNN,3
2025-06-29,Israel,Ampliat,3
2025-06-29,Hezbollah,CNN,0
2025-06-29,Hezbollah,Ampliat,0
2025-06-30,Israel,CNN,1
2025-06-30,Israel,Ampliat,1
2025-06-30,Hezbollah,CNN,0
2025-06-30,Hezbollah,Ampliat,0
2025-07-01,Israel,CNN,5
2025-07-01,Israel,Ampliat,6
2025-07-01,Hezbollah,CNN,0
2025-07-01,Hezbollah,Ampliat,0
2025-07-02,Israel,CNN,2
2025-07-02,Israel,Ampliat,2
2025-07-02,Hezbollah,CNN,0
2025-07-02,Hezbollah,Ampliat,0
2025-07-03,Israel,CNN,14
2025-07-03,Israel,Ampliat,14
2025-07-03,Hezbollah,CNN,0
2025-07-03,Hezbollah,Ampliat,0
2025-07-04,Israel,CNN,2
2025-07-04,Israel,Ampliat,2
2025-07-04,Hezbollah,CNN,0
2025-07-04,Hezbollah,Ampliat,0
2025-07-05,Israel,CNN,3
2025-07-05,Israel,Ampliat,3
2025-07-05,Hezbollah,CNN,0
2025-07-05,Hezbollah,Ampliat,0
2025-07-06,Israel,CNN,15
2025-07-06,Israel,Ampliat,15
2025-07-06,Hezbollah,CNN,0
2025-07-06,Hezbollah,Ampliat,0
2025-07-07,Israel,CNN,4
2025-07-07,Israel,Ampliat,4
2025-07-07,Hezbollah,CNN,0
2025-07-07,Hezbollah,Ampliat,0
2025-07-08,Israel,CNN,3
2025-07-08,Israel,Ampliat,3
2025-07-08,Hezbollah,CNN,0
2025-07-08,Hezbollah,Ampliat,0
2025-07-09,Israel,CNN,5
2025-07-09,Israel,Ampliat,5
2025-07-09,Hezbollah,CNN,0
2025-07-09,Hezbollah,Ampliat,0
2025-07-10,Israel,CNN,6
2025-07-10,Israel,Ampliat,6
2025-07-10,Hezbollah,CNN,0
2025-07-10,Hezbollah,Ampliat,0
2025-07-11,Israel,CNN,4
2025-07-11,Israel,Ampliat,4
2025-07-11,Hezbollah,CNN,0
2025-07-11,Hezbollah,Ampliat,0
2025-07-12,Israel,CNN,1
2025-07-12,Israel,Ampliat,1
2025-07-12,Hezbollah,CNN,0
2025-07-12,Hezbollah,Ampliat,0
2025-07-13,Israel,CNN,1
2025-07-13,Israel,Ampliat,1
2025-07-13,Hezbollah,CNN,0
2025-07-13,Hezbollah,Ampliat,0
2025-07-14,Israel,CNN,4
2025-07-14,Israel,Ampliat,4
2025-07-14,Hezbollah,CNN,0
2025-07-14,Hezbollah,Ampliat,0
2025-07-15,Israel,CNN,12
2025-07-15,Israel,Ampliat,15
2025-07-15,Hezbollah,CNN,0
2025-07-15,Hezbollah,Ampliat,0
2025-07-16,Israel,CNN,1
2025-07-16,Israel,Ampliat,18
2025-07-16,Hezbollah,CNN,0
2025-07-16,Hezbollah,Ampliat,0
2025-07-17,Israel,CNN,4
2025-07-17,Israel,Ampliat,5
2025-07-17,Hezbollah,CNN,0
2025-07-17,Hezbollah,Ampliat,0
2025-07-18,Israel,CNN,2
2025-07-18,Israel,Ampliat,3
2025-07-18,Hezbollah,CNN,0
2025-07-18,Hezbollah,Ampliat,0
2025-07-19,Israel,CNN,7
2025-07-19,Israel,Ampliat,7
2025-07-19,Hezbollah,CNN,0
2025-07-19,Hezbollah,Ampliat,0
2025-07-20,Israel,CNN,3
2025-07-20,Israel,Ampliat,8
2025-07-20,Hezbollah,CNN,0
2025-07-20,Hezbollah,Ampliat,0
2025-07-21,Israel,CNN,1
2025-07-21,Israel,Ampliat,1
2025-07-21,Hezbollah,CNN,0
2025-07-21,Hezbollah,Ampliat,0
2025-07-22,Israel,CNN,2
2025-07-22,Israel,Ampliat,3
2025-07-22,Hezbollah,CNN,0
2025-07-22,Hezbollah,Ampliat,0
2025-07-23,Israel,CNN,0
2025-07-23,Israel,Ampliat,0
2025-07-23,Hezbollah,CNN,0
2025-07-23,Hezbollah,Ampliat,0
2025-07-24,Israel,CNN,19
2025-07-24,Israel,Ampliat,19
2025-07-24,Hezbollah,CNN,0
2025-07-24,Hezbollah,Ampliat,0
2025-07-25,Israel,CNN,1
2025-07-25,Israel,Ampliat,1
2025-07-25,Hezbollah,CNN,0
2025-07-25,Hezbollah,Ampliat,0
2025-07-26,Israel,CNN,4
2025-07-26,Israel,Ampliat,4
2025-07-26,Hezbollah,CNN,0
2025-07-26,Hezbollah,Ampliat,0
2025-07-27,Israel,CNN,2
2025-07-27,Israel,Ampliat,2
2025-07-27,Hezbollah,CNN,0
2025-07-27,Hezbollah,Ampliat,0
2025-07-28,Israel,CNN,3
2025-07-28,Israel,Ampliat,3
2025-07-28,Hezbollah,CNN,0
2025-07-28,Hezbollah,Ampliat,0
2025-07-29,Israel,CNN,1
2025-07-29,Israel,Ampliat,3
2025-07-29,Hezbollah,CNN,0
2025-07-29,Hezbollah,Ampliat,0
2025-07-30,Israel,CNN,4
2025-07-30,Israel,Ampliat,5
2025-07-30,Hezbollah,CNN,0
2025-07-30,Hezbollah,Ampliat,0
2025-07-31,Israel,CNN,19
2025-07-31,Israel,Ampliat,20
2025-07-31,Hezbollah,CNN,0
2025-07-31,Hezbollah,Ampliat,0
2025-08-01,Israel,CNN,0
2025-08-01,Israel,Ampliat,0
2025-08-01,Hezbollah,CNN,0
2025-08-01,Hezbollah,Ampliat,0
2025-08-02,Israel,CNN,4
2025-08-02,Israel,Ampliat,4
2025-08-02,Hezbollah,CNN,0
2025-08-02,Hezbollah,Ampliat,0
2025-08-03,Israel,CNN,6
2025-08-03,Israel,Ampliat,6
2025-08-03,Hezbollah,CNN,0
2025-08-03,Hezbollah,Ampliat,0
2025-08-04,Israel,CNN,4
2025-08-04,Israel,Ampliat,4
2025-08-04,Hezbollah,CNN,0
2025-08-04,Hezbollah,Ampliat,0
2025-08-05,Israel,CNN,2
2025-08-05,Israel,Ampliat,2
2025-08-05,Hezbollah,CNN,0
2025-08-05,Hezbollah,Ampliat,0
2025-08-06,Israel,CNN,14
2025-08-06,Israel,Ampliat,15
2025-08-06,Hezbollah,CNN,0
2025-08-06,Hezbollah,Ampliat,0
2025-08-07,Israel,CNN,2
2025-08-07,Israel,Ampliat,2
2025-08-07,Hezbollah,CNN,0
2025-08-07,Hezbollah,Ampliat,0
2025-08-08,Israel,CNN,3
2025-08-08,Israel,Ampliat,4
2025-08-08,Hezbollah,CNN,0
2025-08-08,Hezbollah,Ampliat,0
2025-08-09,Israel,CNN,3
2025-08-09,Israel,Ampliat,3
2025-08-09,Hezbollah,CNN,0
2025-08-09,Hezbollah,Ampliat,0
2025-08-10,Israel,CNN,6
2025-08-10,Israel,Ampliat,6
2025-08-10,Hezbollah,CNN,0
2025-08-10,Hezbollah,Ampliat,0
2025-08-11,Israel,CNN,2
2025-08-11,Israel,Ampliat,2
2025-08-11,Hezbollah,CNN,0
2025-08-11,Hezbollah,Ampliat,0
2025-08-12,Israel,CNN,3
2025-08-12,Israel,Ampliat,3
2025-08-12,Hezbollah,CNN,0
2025-08-12,Hezbollah,Ampliat,0
2025-08-13,Israel,CNN,3
2025-08-13,Israel,Ampliat,3
2025-08-13,Hezbollah,CNN,0
2025-08-13,Hezbollah,Ampliat,0
2025-08-14,Israel,CNN,13
2025-08-14,Israel,Ampliat,13
2025-08-14,Hezbollah,CNN,0
2025-08-14,Hezbollah,Ampliat,0
2025-08-15,Israel,CNN,3
2025-08-15,Israel,Ampliat,3
2025-08-15,Hezbollah,CNN,0
2025-08-15,Hezbollah,Ampliat,0
2025-08-16,Israel,CNN,2
2025-08-16,Israel,Ampliat,2
2025-08-16,Hezbollah,CNN,0
2025-08-16,Hezbollah,Ampliat,0
2025-08-17,Israel,CNN,1
2025-08-17,Israel,Ampliat,1
2025-08-17,Hezbollah,CNN,0
2025-08-17,Hezbollah,Ampliat,0
2025-08-18,Israel,CNN,2
2025-08-18,Israel,Ampliat,2
2025-08-18,Hezbollah,CNN,0
2025-08-18,Hezbollah,Ampliat,0
2025-08-19,Israel,CNN,3
2025-08-19,Israel,Ampliat,3
2025-08-19,Hezbollah,CNN,0
2025-08-19,Hezbollah,Ampliat,0
2025-08-20,Israel,CNN,10
2025-08-20,Israel,Ampliat,10
2025-08-20,Hezbollah,CNN,0
2025-08-20,Hezbollah,Ampliat,0
2025-08-21,Israel,CNN,4
2025-08-21,Israel,Ampliat,4
2025-08-21,Hezbollah,CNN,0
2025-08-21,Hezbollah,Ampliat,0
2025-08-22,Israel,CNN,4
2025-08-22,Israel,Ampliat,4
2025-08-22,Hezbollah,CNN,0
2025-08-22,Hezbollah,Ampliat,0
2025-08-23,Israel,CNN,3
2025-08-23,Israel,Ampliat,3
2025-08-23,Hezbollah,CNN,0
2025-08-23,Hezbollah,Ampliat,0
2025-08-24,Israel,CNN,0
2025-08-24,Israel,Ampliat,0
2025-08-24,Hezbollah,CNN,0
2025-08-24,Hezbollah,Ampliat,0
2025-08-25,Israel,CNN,3
2025-08-25,Israel,Ampliat,4
2025-08-25,Hezbollah,CNN,0
2025-08-25,Hezbollah,Ampliat,0
2025-08-26,Israel,CNN,1
2025-08-26,Israel,Ampliat,4
2025-08-26,Hezbollah,CNN,0
2025-08-26,Hezbollah,Ampliat,0
2025-08-27,Israel,CNN,0
2025-08-27,Israel,Ampliat,2
2025-08-27,Hezbollah,CNN,0
2025-08-27,Hezbollah,Ampliat,0
2025-08-28,Israel,CNN,10
2025-08-28,Israel,Ampliat,12
2025-08-28,Hezbollah,CNN,0
2025-08-28,Hezbollah,Ampliat,0
2025-08-29,Israel,CNN,2
2025-08-29,Israel,Ampliat,2
2025-08-29,Hezbollah,CNN,0
2025-08-29,Hezbollah,Ampliat,0
2025-08-30,Israel,CNN,0
2025-08-30,Israel,Ampliat,0
2025-08-30,Hezbollah,CNN,0
2025-08-30,Hezbollah,Ampliat,0
2025-08-31,Israel,CNN,7
2025-08-31,Israel,Ampliat,7
2025-08-31,Hezbollah,CNN,0
2025-08-31,Hezbollah,Ampliat,0
2025-09-01,Israel,CNN,3
2025-09-01,Israel,Ampliat,3
2025-09-01,Hezbollah,CNN,0
2025-09-01,Hezbollah,Ampliat,0
2025-09-02,Israel,CNN,6
2025-09-02,Israel,Ampliat,8
2025-09-02,Hezbollah,CNN,0
2025-09-02,Hezbollah,Ampliat,0
2025-09-03,Israel,CNN,13
2025-09-03,Israel,Ampliat,13
2025-09-03,Hezbollah,CNN,0
2025-09-03,Hezbollah,Ampliat,0
2025-09-04,Israel,CNN,6
2025-09-04,Israel,Ampliat,6
2025-09-04,Hezbollah,CNN,0
2025-09-04,Hezbollah,Ampliat,0
2025-09-05,Israel,CNN,2
2025-09-05,Israel,Ampliat,2
2025-09-05,Hezbollah,CNN,0
2025-09-05,Hezbollah,Ampliat,0
2025-09-06,Israel,CNN,3
2025-09-06,Israel,Ampliat,3
2025-09-06,Hezbollah,CNN,0
2025-09-06,Hezbollah,Ampliat,0
2025-09-07,Israel,CNN,1
2025-09-07,Israel,Ampliat,1
2025-09-07,Hezbollah,CNN,0
2025-09-07,Hezbollah,Ampliat,0
2025-09-08,Israel,CNN,10
2025-09-08,Israel,Ampliat,14
2025-09-08,Hezbollah,CNN,0
2025-09-08,Hezbollah,Ampliat,0
2025-09-09,Israel,CNN,2
2025-09-09,Israel,Ampliat,2
2025-09-09,Hezbollah,CNN,0
2025-09-09,Hezbollah,Ampliat,0
2025-09-10,Israel,CNN,0
2025-09-10,Israel,Ampliat,0
2025-09-10,Hezbollah,CNN,0
2025-09-10,Hezbollah,Ampliat,0
2025-09-11,Israel,CNN,12
2025-09-11,Israel,Ampliat,12
2025-09-11,Hezbollah,CNN,0
2025-09-11,Hezbollah,Ampliat,0
2025-09-12,Israel,CNN,7
2025-09-12,Israel,Ampliat,7
2025-09-12,Hezbollah,CNN,0
2025-09-12,Hezbollah,Ampliat,0
2025-09-13,Israel,CNN,3
2025-09-13,Israel,Ampliat,3
2025-09-13,Hezbollah,CNN,0
2025-09-13,Hezbollah,Ampliat,0
2025-09-14,Israel,CNN,6
2025-09-14,Israel,Ampliat,6
2025-09-14,Hezbollah,CNN,0
2025-09-14,Hezbollah,Ampliat,0
2025-09-15,Israel,CNN,0
2025-09-15,Israel,Ampliat,0
2025-09-15,Hezbollah,CNN,0
2025-09-15,Hezbollah,Ampliat,0
2025-09-16,Israel,CNN,0
2025-09-16,Israel,Ampliat,0
2025-09-16,Hezbollah,CNN,0
2025-09-16,Hezbollah,Ampliat,0
2025-09-17,Israel,CNN,0
2025-09-17,Israel,Ampliat,0
2025-09-17,Hezbollah,CNN,0
2025-09-17,Hezbollah,Ampliat,0
2025-09-18,Israel,CNN,0
2025-09-18,Israel,Ampliat,0
2025-09-18,Hezbollah,CNN,0
2025-09-18,Hezbollah,Ampliat,0
2025-09-19,Israel,CNN,0
2025-09-19,Israel,Ampliat,0
2025-09-19,Hezbollah,CNN,0
2025-09-19,Hezbollah,Ampliat,0
2025-09-20,Israel,CNN,0
2025-09-20,Israel,Ampliat,0
2025-09-20,Hezbollah,CNN,0
2025-09-20,Hezbollah,Ampliat,0
2025-09-21,Israel,CNN,0
2025-09-21,Israel,Ampliat,0
2025-09-21,Hezbollah,CNN,0
2025-09-21,Hezbollah,Ampliat,0
2025-09-22,Israel,CNN,0
2025-09-22,Israel,Ampliat,0
2025-09-22,Hezbollah,CNN,0
2025-09-22,Hezbollah,Ampliat,0
2025-09-23,Israel,CNN,0
